CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
15585,31,320,176,455.3,14.7,31,0.0,1,0,0.0
16461,32,48,177,142.9,4.5,31,0.0,1,0,0.0
17860,52,93,368,226.4,4.4,49,0.0,1,0,0.0
13235,58,441,212,1031.1,17.8,53,0.0,1,0,0.0
17052,83,251,28,399.1,4.8,72,0.0,1,0,0.0
16737,1,288,53,417.6,417.6,1,0.0,1,0,0.0
13120,1,12,238,30.6,30.6,1,0.0,1,0,0.0
16976,2,88,267,251.5,125.8,2,0.0,1,0,0.0
13298,2,96,1,360.0,180.0,2,0.0,1,0,0.0
14962,5,44,270,126.7,25.3,5,0.0,1,0,0.0
14782,6,114,319,200.1,33.4,6,0.0,1,0,0.0
17325,6,60,280,96.8,16.1,6,0.0,1,0,0.0
15909,7,98,173,191.9,27.4,7,0.0,1,0,0.0
14641,7,90,21,110.5,15.8,7,0.0,1,0,0.0
14238,8,111,326,146.8,18.4,8,0.0,1,0,0.0
17030,10,144,63,144.0,14.4,10,0.0,1,0,0.0
15970,11,116,303,314.1,28.6,11,0.0,1,0,0.0
16181,11,152,73,305.5,27.8,11,0.0,1,0,0.0
13973,11,109,287,264.7,24.1,11,0.0,1,0,0.0
14806,11,330,75,193.4,17.6,11,0.0,1,0,0.0
14687,15,470,106,628.4,41.9,15,0.0,1,0,0.0
17895,15,127,44,95.5,6.4,15,0.0,1,0,0.0
18213,15,232,236,232.5,15.5,15,0.0,1,0,0.0
12623,17,189,276,269.1,15.8,17,0.0,1,0,0.0
18105,18,46,37,113.5,6.3,18,0.0,1,0,0.0
14068,24,73,320,265.9,11.1,22,0.0,1,0,0.0
13670,25,282,75,349.7,14.0,25,0.0,1,0,0.0
14647,28,91,201,236.0,8.4,24,0.0,1,0,0.0
14082,29,110,364,182.3,6.3,28,0.0,1,0,0.0
16380,31,1428,61,1743.1,56.2,28,0.0,1,0,0.0
17124,31,129,185,294.2,9.5,31,0.0,1,0,0.0
16887,36,156,35,192.3,5.3,35,0.0,1,0,0.0
14988,40,141,211,334.5,8.4,40,0.0,1,0,0.0
16971,41,72,38,357.2,8.7,40,0.0,1,0,0.0
18126,51,129,60,198.6,3.9,51,0.0,1,0,0.0
15832,54,465,254,836.8,15.5,54,0.0,1,0,0.0
15553,55,449,60,428.9,7.8,51,0.0,1,0,0.0
16022,71,255,260,602.6,8.5,68,0.0,1,0,0.0
16340,139,476,107,530.1,3.8,123,0.0,1,0,0.0
13188,1,24,11,99.6,99.6,1,0.0,1,0,0.0
14300,3,32,18,43.2,14.4,3,0.0,1,0,0.0
12587,3,50,7,104.0,34.7,3,0.0,1,0,0.0
13095,6,144,70,74.4,12.4,6,0.0,1,0,0.0
16190,6,88,40,215.1,35.9,6,0.0,1,0,0.0
16248,7,78,61,152.9,21.8,7,0.0,1,0,0.0
17165,10,100,284,158.7,15.9,10,0.0,1,0,0.0
12367,10,172,4,150.9,15.1,10,0.0,1,0,0.0
15412,10,108,171,190.5,19.1,10,0.0,1,0,0.0
17805,10,478,73,512.3,51.2,10,0.0,1,0,0.0
16527,14,106,81,228.1,16.3,14,0.0,1,0,0.0
15634,15,99,17,243.5,16.2,15,0.0,1,0,0.0
15127,16,251,65,406.5,25.4,16,0.0,1,0,0.0
16482,18,346,15,220.6,12.3,18,0.0,1,0,0.0
15193,19,144,60,499.3,26.3,19,0.0,1,0,0.0
16758,22,203,65,369.3,16.8,22,0.0,1,0,0.0
14578,24,240,3,168.6,7.0,24,0.0,1,0,0.0
16965,25,243,226,192.1,7.7,25,0.0,1,0,0.0
15551,29,218,36,436.1,15.0,29,0.0,1,0,0.0
12374,32,339,25,622.9,19.5,32,0.0,1,0,0.0
13341,42,301,260,775.8,18.5,42,0.0,1,0,0.0
17908,54,169,373,232.0,4.3,51,0.0,1,0,0.0
14549,56,136,311,289.2,5.2,56,0.0,1,0,0.0
13532,66,129,33,210.3,3.2,66,0.0,1,0,0.0
17102,1,2,261,25.5,25.5,1,0.0,1,0,0.0
16659,2,72,189,39.1,19.6,2,0.0,1,0,0.0
14199,2,28,218,185.4,92.7,2,0.0,1,0,0.0
12817,3,52,281,126.0,42.0,3,0.0,1,0,0.0
14423,3,120,218,265.2,88.4,3,0.0,1,0,0.0
12984,4,26,18,97.5,24.4,4,0.0,1,0,0.0
17060,5,216,266,234.2,46.8,5,0.0,1,0,0.0
18227,5,21,217,93.8,18.8,5,0.0,1,0,0.0
15463,7,106,29,126.1,18.0,7,0.0,1,0,0.0
14438,9,82,306,131.9,14.7,9,0.0,1,0,0.0
16097,10,87,240,185.1,18.5,10,0.0,1,0,0.0
13061,10,107,72,248.6,24.9,10,0.0,1,0,0.0
12441,10,120,366,155.6,15.6,10,0.0,1,0,0.0
12837,12,24,173,134.1,11.2,12,0.0,1,0,0.0
12355,13,240,214,459.4,35.3,13,0.0,1,0,0.0
15885,16,109,93,349.4,21.8,16,0.0,1,0,0.0
12718,18,201,71,202.3,11.2,18,0.0,1,0,0.0
13603,27,164,26,164.3,6.1,27,0.0,1,0,0.0
16413,31,148,56,262.2,8.5,30,0.0,1,0,0.0
14439,32,526,319,2661.2,83.2,32,0.0,1,0,0.0
13044,33,429,291,560.5,17.0,33,0.0,1,0,0.0
16216,37,254,267,914.9,24.7,37,0.0,1,0,0.0
16823,38,136,227,358.4,9.4,34,0.0,1,0,0.0
16204,50,218,23,384.2,7.7,45,0.0,1,0,0.0
17608,54,223,33,184.5,3.4,52,0.0,1,0,0.0
17976,57,93,372,321.8,5.6,56,0.0,1,0,0.0
18068,1,6,289,101.7,101.7,1,0.0,1,0,0.0
15368,4,230,21,446.9,111.7,4,0.0,1,0,0.0
12968,4,49,112,101.2,25.3,4,0.0,1,0,0.0
14840,4,31,267,62.9,15.7,4,0.0,1,0,0.0
13216,5,297,267,333.7,66.7,5,0.0,1,0,0.0
13992,5,64,30,76.8,15.4,5,0.0,1,0,0.0
17206,7,76,53,204.2,29.2,7,0.0,1,0,0.0
14314,8,296,106,120.0,15.0,8,0.0,1,0,0.0
17785,13,67,53,131.9,10.1,13,0.0,1,0,0.0
16366,18,256,18,327.3,18.2,18,0.0,1,0,0.0
12452,20,181,16,348.6,17.4,20,0.0,1,0,0.0
15592,24,354,46,388.6,16.2,24,0.0,1,0,0.0
15921,24,162,172,323.0,13.5,24,0.0,1,0,0.0
12491,25,258,38,424.4,17.0,24,0.0,1,0,0.0
13721,28,316,36,524.1,18.7,28,0.0,1,0,0.0
13170,30,141,26,108.8,3.6,29,0.0,1,0,0.0
17957,30,275,66,110.7,3.7,30,0.0,1,0,0.0
12769,32,356,238,1143.6,35.7,32,0.0,1,0,0.0
13354,51,604,71,743.5,14.6,51,0.0,1,0,0.0
12784,56,278,15,476.8,8.5,53,0.0,1,0,0.0
14552,57,90,151,164.2,2.9,57,0.0,1,0,0.0
13176,67,448,46,481.5,7.2,66,0.0,1,0,0.0
13391,1,4,203,59.8,59.8,1,0.0,1,0,0.0
15619,3,136,10,336.4,112.1,3,0.0,1,0,0.0
12659,4,104,29,73.7,18.4,4,0.0,1,0,0.0
16542,5,46,53,119.6,23.9,5,0.0,1,0,0.0
16114,7,37,170,123.2,17.6,7,0.0,1,0,0.0
13710,8,176,31,180.5,22.6,8,0.0,1,0,0.0
13778,9,70,103,178.7,19.9,9,0.0,1,0,0.0
15327,10,116,52,208.8,20.9,10,0.0,1,0,0.0
13436,12,76,1,196.9,16.4,12,0.0,1,0,0.0
18215,13,118,89,299.3,23.0,13,0.0,1,0,0.0
16177,15,95,50,331.9,22.1,15,0.0,1,0,0.0
12834,18,110,282,312.4,17.4,18,0.0,1,0,0.0
15343,20,80,87,358.7,17.9,20,0.0,1,0,0.0
16147,22,246,133,375.0,17.0,22,0.0,1,0,0.0
17046,22,510,157,642.0,29.2,22,0.0,1,0,0.0
14453,22,49,190,119.9,5.5,22,0.0,1,0,0.0
16412,30,63,53,136.0,4.5,25,0.0,1,0,0.0
12631,30,232,57,480.5,16.0,30,0.0,1,0,0.0
16535,31,356,5,593.7,19.2,31,0.0,1,0,0.0
13518,36,382,85,627.2,17.4,36,0.0,1,0,0.0
18106,37,126,329,421.9,11.4,33,0.0,1,0,0.0
13187,37,95,337,236.0,6.4,37,0.0,1,0,0.0
13291,41,232,155,359.0,8.8,40,0.0,1,0,0.0
17967,42,73,371,112.3,2.7,41,0.0,1,0,0.0
17597,54,1164,213,2039.3,37.8,54,0.0,1,0,0.0
16903,56,247,29,363.2,6.5,50,0.0,1,0,0.0
16323,1,50,196,207.5,207.5,1,0.0,1,0,0.0
17942,2,38,7,77.5,38.8,2,0.0,1,0,0.0
16679,3,29,366,129.8,43.3,3,0.0,1,0,0.0
13682,3,10,187,59.5,19.8,3,0.0,1,0,0.0
15992,3,17,3,42.0,14.0,3,0.0,1,0,0.0
15160,4,84,357,158.2,39.5,4,0.0,1,0,0.0
15247,5,136,122,321.2,64.2,5,0.0,1,0,0.0
15063,5,56,213,370.8,74.2,5,0.0,1,0,0.0
17844,5,52,106,51.6,10.3,5,0.0,1,0,0.0
16569,5,93,3,124.2,24.8,5,0.0,1,0,0.0
16610,6,66,219,75.7,12.6,6,0.0,1,0,0.0
14143,7,30,133,115.8,16.5,7,0.0,1,0,0.0
13690,9,67,59,172.2,19.1,9,0.0,1,0,0.0
15204,9,258,357,316.6,35.2,9,0.0,1,0,0.0
16665,9,59,362,135.4,15.0,9,0.0,1,0,0.0
14569,12,79,1,227.4,18.9,10,0.0,1,0,0.0
17939,12,40,159,99.1,8.3,12,0.0,1,0,0.0
17205,13,884,53,384.1,29.5,13,0.0,1,0,0.0
16756,13,106,214,239.4,18.4,13,0.0,1,0,0.0
17498,17,394,75,272.2,16.0,17,0.0,1,0,0.0
16625,23,164,274,333.1,14.5,23,0.0,1,0,0.0
14139,25,498,46,405.6,16.2,25,0.0,1,0,0.0
15774,25,87,68,270.8,10.8,25,0.0,1,0,0.0
16773,26,171,57,171.6,6.6,23,0.0,1,0,0.0
12923,27,67,64,171.6,6.4,27,0.0,1,0,0.0
15417,28,284,85,508.8,18.2,28,0.0,1,0,0.0
18014,29,65,28,154.3,5.3,28,0.0,1,0,0.0
17520,30,365,53,546.8,18.2,30,0.0,1,0,0.0
14362,37,96,22,151.5,4.1,37,0.0,1,0,0.0
15276,49,61,66,128.6,2.6,49,0.0,1,0,0.0
17614,98,235,57,386.3,3.9,97,0.0,1,0,0.0
16742,3,-190,46,-464.9,-155.0,3,0.0,1,1,1.0
14119,1,-2,354,-19.9,-19.9,1,0.0,1,1,1.0
14679,1,-1,371,-2.5,-2.5,1,0.0,1,1,1.0
17547,2,-4,372,-11.8,-5.9,2,0.0,1,1,1.0
12605,3,-4,365,-7.5,-2.5,3,0.0,1,1,1.0
16138,1,-1,368,-8.0,-8.0,1,0.0,1,1,1.0
13958,5,-23,372,-102.5,-20.5,5,0.0,1,1,1.0
18256,4,-70,354,-50.1,-12.5,4,0.0,1,1,1.0
15823,15,-282,337,-811.9,-54.1,15,0.0,1,1,1.0
16995,1,-1,372,-1.3,-1.3,1,0.0,1,1,1.0
16579,1,-12,365,-30.6,-30.6,1,0.0,1,1,1.0
16252,21,-158,366,-295.1,-14.1,21,0.0,1,1,1.0
18141,1,-12,360,-35.4,-35.4,1,0.0,1,1,1.0
15728,4,-34,49,-134.8,-33.7,4,0.0,1,1,1.0
16061,1,-1,269,-29.9,-29.9,1,0.0,1,1,1.0
14627,5,-5,311,-21.9,-4.4,5,0.0,1,1,1.0
17307,1,-144,365,-152.6,-152.6,1,0.0,1,1,1.0
12666,2,-56,359,-227.4,-113.7,2,0.0,1,1,1.0
15638,2,-52,301,-94.0,-47.0,2,0.0,1,1,1.0
13829,1,-12,359,-102.0,-102.0,1,0.0,1,1,1.0
16428,1,-1,81,-3.0,-3.0,1,0.0,1,1,1.0
12943,1,-1,301,-3.8,-3.8,1,0.0,1,1,1.0
12870,2,-2,366,-14.9,-7.5,2,0.0,1,1,1.0
16262,3,-5,360,-31.6,-10.5,3,0.0,1,1,1.0
14213,5,-244,371,-1192.2,-238.4,5,0.0,1,1,1.0
17026,4,97,185,154.8,38.7,4,61.33,2,0,0.0
17549,6,210,23,148.9,24.8,5,5.4,2,0,0.0
13404,11,111,1,252.5,23.0,11,21.1,2,0,0.0
13589,20,112,14,376.8,18.8,20,8.63,2,0,0.0
15232,31,686,113,612.1,19.7,26,0.9,2,0,0.0
17704,31,343,168,885.2,28.6,27,2.37,2,0,0.0
15103,34,323,31,690.8,20.3,34,1.67,2,0,0.0
13046,35,264,30,629.3,18.0,33,6.91,2,0,0.0
17242,40,611,108,1135.0,28.4,30,1.85,2,0,0.0
14754,41,486,44,638.1,15.6,38,6.25,2,0,0.0
13173,43,277,4,353.6,8.2,41,8.64,2,0,0.0
17772,50,55,10,173.4,3.5,50,0.0,2,0,0.0
15211,52,240,60,894.4,17.2,52,5.96,2,0,0.0
17250,56,167,3,382.0,6.8,55,4.67,2,0,0.0
16402,57,146,264,293.4,5.1,55,1.86,2,0,0.0
17507,88,359,261,605.6,6.9,79,0.54,2,0,0.0
16805,98,539,173,460.6,4.7,94,1.92,2,0,0.0
12743,131,315,134,540.1,4.1,114,0.0,2,0,0.0
17341,156,433,156,667.8,4.3,146,1.35,2,0,0.0
17330,6,120,22,363.9,60.6,5,8.8,2,0,0.0
15355,14,45,29,277.1,19.8,9,1.77,2,0,0.0
15912,19,185,178,264.6,13.9,19,3.0,2,0,0.0
16808,23,196,99,288.4,12.5,21,7.95,2,0,0.0
14481,30,489,164,636.5,21.2,25,4.21,2,0,0.0
13544,78,112,39,276.1,3.5,76,2.6,2,0,0.0
15265,82,612,151,1506.1,18.4,76,1.04,2,0,0.0
15872,108,187,14,316.2,2.9,101,0.0,2,0,0.0
17084,148,1690,35,2722.8,18.4,145,0.0,2,0,0.0
14609,2,1440,72,266.4,133.2,1,105.0,2,0,0.0
17707,5,144,185,152.4,30.5,3,37.75,2,0,0.0
17889,20,77,212,201.4,10.1,20,5.74,2,0,0.0
12832,25,181,32,369.9,14.8,25,2.71,2,0,0.0
12589,32,296,28,562.1,17.6,27,3.71,2,0,0.0
17329,33,142,14,523.1,15.9,29,9.38,2,0,0.0
12673,41,349,5,574.5,14.0,41,8.03,2,0,0.0
14817,61,653,200,1010.3,16.6,51,1.27,2,0,0.0
17430,14,190,32,265.8,19.0,14,25.54,2,0,0.0
14236,15,310,80,490.9,32.7,15,20.79,2,0,0.0
17031,22,235,11,380.4,17.3,19,6.81,2,0,0.0
14778,34,300,127,718.3,21.1,33,5.48,2,0,0.0
13402,39,479,127,621.2,15.9,32,6.42,2,0,0.0
13040,43,355,8,677.0,15.7,38,0.57,2,0,0.0
14656,80,120,169,291.0,3.6,73,1.44,2,0,0.0
16372,92,158,33,355.7,3.9,86,0.0,2,0,0.0
12758,97,2135,116,2791.6,28.8,84,1.66,2,0,0.0
16669,153,869,23,1340.3,8.8,139,0.36,2,0,0.0
15531,219,1085,8,1972.4,9.0,196,0.1,2,0,0.0
13068,2,200,10,344.0,172.0,1,309.0,2,0,0.0
15653,6,1200,92,877.4,146.2,4,4.6,2,0,0.0
15565,8,60,50,173.2,21.6,8,2.86,2,0,0.0
12516,24,868,77,1186.1,49.4,19,4.43,2,0,0.0
17852,24,53,11,114.3,4.8,21,0.0,2,0,0.0
13573,25,302,50,290.3,11.6,24,8.42,2,0,0.0
12944,30,289,35,604.5,20.1,29,11.0,2,0,0.0
17418,30,289,42,463.5,15.4,29,9.69,2,0,0.0
17298,30,387,101,498.4,16.6,30,0.79,2,0,0.0
13955,33,154,154,323.0,9.8,33,4.72,2,0,0.0
12458,36,502,71,787.4,21.9,34,6.09,2,0,0.0
15813,40,603,207,1303.9,32.6,40,0.79,2,0,0.0
14594,52,183,7,363.3,7.0,48,7.16,2,0,0.0
15599,52,718,26,761.7,14.6,50,3.47,2,0,0.0
12508,66,262,26,384.8,5.8,56,0.03,2,0,0.0
16916,136,431,23,562.4,4.1,129,2.58,2,0,0.0
15030,7,372,71,518.3,74.0,7,32.67,2,0,0.0
13283,7,90,59,93.7,13.4,7,20.83,2,0,0.0
17339,9,152,94,243.4,27.0,9,33.75,2,0,0.0
15869,15,175,277,149.6,10.0,13,0.0,2,0,0.0
17256,16,141,107,240.0,15.0,12,13.6,2,0,0.0
15636,25,284,89,724.8,29.0,20,8.0,2,0,0.0
13656,48,489,164,378.4,7.9,48,3.66,2,0,0.0
13563,49,209,84,777.5,15.9,49,1.15,2,0,0.0
13655,56,605,114,933.0,16.7,52,2.31,2,0,0.0
16053,84,1793,32,1511.9,18.0,81,1.07,2,0,0.0
14544,110,1530,24,2001.8,18.2,96,3.09,2,0,0.0
15649,2,192,336,816.0,408.0,1,31.0,2,0,0.0
13452,2,2,259,590.0,295.0,1,11.0,2,0,0.0
15422,6,38,323,97.7,16.3,6,0.0,2,0,0.0
17737,10,108,9,168.2,16.8,8,5.44,2,0,0.0
13718,12,173,246,306.6,25.6,9,4.45,2,0,0.0
17854,15,84,185,311.3,20.8,15,2.93,2,0,0.0
14491,17,139,175,340.9,20.1,17,12.31,2,0,0.0
15424,17,554,254,383.3,22.5,17,0.0,2,0,0.0
15822,33,375,3,885.5,26.8,28,11.13,2,0,0.0
15258,34,142,168,623.2,18.3,32,1.45,2,0,0.0
15757,44,479,65,704.2,16.0,42,3.53,2,0,0.0
14335,60,375,16,454.9,7.6,55,1.36,2,0,0.0
12872,66,319,326,600.0,9.1,58,0.58,2,0,0.0
17764,71,351,50,772.6,10.9,71,2.29,2,0,0.0
14664,98,465,19,636.2,6.5,78,0.13,2,0,0.0
12838,120,355,33,672.0,5.6,115,2.86,2,0,0.0
16200,172,516,4,1068.9,6.2,149,0.93,2,0,0.0
15230,23,351,239,429.6,18.7,23,0.05,2,0,0.0
12816,27,125,95,452.2,16.7,26,3.08,2,0,0.0
13823,40,439,18,957.7,23.9,39,1.85,2,0,0.0
13165,42,1376,46,1021.5,24.3,40,7.44,2,0,0.0
17223,44,103,310,373.4,8.5,39,1.35,2,0,0.0
12857,46,343,210,1106.4,24.1,37,2.02,2,0,0.0
16243,51,110,33,409.1,8.0,49,0.42,2,0,0.0
16934,61,397,54,931.0,15.3,59,0.0,2,0,0.0
14921,78,953,30,1316.1,16.9,78,2.22,2,0,0.0
13133,7,32,273,109.8,15.7,7,5.0,2,0,0.0
16835,10,61,128,180.9,18.1,10,27.11,2,0,0.0
14784,15,237,26,290.0,19.3,15,21.21,2,0,0.0
14242,16,123,234,280.6,17.5,13,6.07,2,0,0.0
17018,16,176,40,920.1,57.5,15,19.0,2,0,0.0
15186,19,215,14,411.4,21.7,17,8.56,2,0,0.0
12793,22,292,334,461.5,21.0,20,1.71,2,0,0.0
15695,22,212,266,410.0,18.6,22,0.0,2,0,0.0
12811,28,227,261,458.8,16.4,26,0.81,2,0,0.0
17679,30,729,52,1992.1,66.4,29,1.1,2,0,0.0
16723,42,398,91,576.4,13.7,37,0.39,2,0,0.0
13726,42,1054,38,1079.7,25.7,39,1.49,2,0,0.0
15349,71,321,158,463.9,6.5,65,0.41,2,0,0.0
17459,111,537,43,657.3,5.9,88,0.15,2,0,0.0
15444,214,759,9,1411.2,6.6,191,0.15,2,0,0.0
14548,4,256,150,652.8,163.2,2,55.67,2,0,0.0
18048,7,127,203,172.3,24.6,6,0.0,2,0,0.0
15732,14,215,212,294.1,21.0,13,12.23,2,0,0.0
17155,20,242,17,251.7,12.6,19,8.42,2,0,0.0
14697,22,181,218,188.6,8.6,22,0.0,2,0,0.0
17928,22,68,45,184.5,8.4,22,9.52,2,0,0.0
17078,27,782,36,375.9,13.9,27,0.0,2,0,0.0
14660,30,228,86,285.7,9.5,24,0.48,2,0,0.0
12694,35,503,70,761.7,21.8,31,3.29,2,0,0.0
15579,48,117,68,327.6,6.8,45,5.21,2,0,0.0
13569,78,155,17,337.1,4.3,72,4.55,2,0,0.0
14053,4,215,124,260.3,65.1,2,11.67,2,0,0.0
16427,9,156,263,241.1,26.8,8,2.63,2,0,0.0
17384,13,78,19,321.5,24.7,10,16.58,2,0,0.0
13899,19,156,16,388.5,20.4,19,14.33,2,0,0.0
17495,27,229,7,497.6,18.4,21,1.19,2,0,0.0
17235,29,224,25,550.1,19.0,24,12.39,2,0,0.0
16230,35,365,189,542.0,15.5,32,0.88,2,0,0.0
16036,55,716,87,758.9,13.8,55,3.26,2,0,0.0
17783,66,353,72,280.5,4.3,66,2.69,2,0,0.0
16383,98,467,74,643.8,6.6,80,1.99,2,0,0.0
17391,3,480,163,508.8,169.6,2,0.0,2,0,0.0
15512,7,68,155,121.0,17.3,7,33.83,2,0,0.0
13261,9,210,268,944.1,104.9,8,2.13,2,0,0.0
15205,36,366,85,648.2,18.0,36,1.2,2,0,0.0
13673,58,110,18,382.4,6.6,45,0.23,2,0,0.0
14452,60,116,10,259.1,4.3,55,1.41,2,0,0.0
17290,96,397,3,513.0,5.3,92,0.13,2,0,0.0
14651,101,343,67,653.8,6.5,95,1.43,2,0,0.0
17259,116,388,148,581.2,5.0,104,1.91,2,0,0.0
15526,4,24,33,148.4,37.1,4,0.0,2,0,0.0
14377,11,219,191,617.1,56.1,11,7.0,2,0,0.0
17453,19,219,17,486.7,25.6,19,2.56,2,0,0.0
13817,22,208,29,329.0,15.0,19,15.33,2,0,0.0
12510,31,347,142,814.6,26.3,28,6.07,2,0,0.0
12991,31,405,23,503.8,16.3,31,2.97,2,0,0.0
17637,35,280,31,547.1,15.6,35,2.44,2,0,0.0
16883,37,103,187,272.5,7.4,33,5.11,2,0,0.0
12646,45,897,4,1347.0,29.9,43,1.0,2,0,0.0
12849,46,579,31,992.6,21.6,46,5.27,2,0,0.0
14261,51,402,50,1157.2,22.7,51,0.54,2,0,0.0
16685,62,396,61,324.2,5.2,60,0.0,2,0,0.0
17252,86,192,116,348.9,4.1,86,0.81,2,0,0.0
15012,122,225,53,405.0,3.3,110,2.64,2,0,0.0
14785,3,84,10,77.4,25.8,2,2.0,2,0,0.0
15612,5,51,36,180.2,36.0,3,6.25,2,0,0.0
15139,13,208,239,179.0,13.8,13,8.0,2,0,0.0
17711,23,246,10,385.1,16.7,22,12.68,2,0,0.0
17630,26,158,169,503.6,19.4,24,2.48,2,0,0.0
13868,30,1961,7,3188.1,106.3,29,1.07,2,0,0.0
15244,34,405,65,631.6,18.6,31,5.52,2,0,0.0
17447,36,443,40,541.5,15.0,33,0.89,2,0,0.0
17004,43,771,46,1312.1,30.5,38,1.1,2,0,0.0
18005,52,85,3,224.4,4.3,51,0.84,2,0,0.0
15948,60,567,8,955.2,15.9,51,0.59,2,0,0.0
15977,65,1016,17,1054.7,16.2,48,0.33,2,0,0.0
13564,80,635,354,1174.0,14.7,67,0.16,2,0,0.0
17082,81,1049,33,2003.8,24.7,75,3.56,2,0,0.0
13754,12,214,151,282.6,23.6,11,15.0,2,0,0.0
13930,17,274,57,337.3,19.8,15,4.88,2,0,0.0
13083,18,187,4,303.8,16.9,15,4.18,2,0,0.0
17934,21,478,51,704.3,33.5,21,0.35,2,0,0.0
17181,23,241,57,239.9,10.4,23,14.36,2,0,0.0
16766,32,512,273,1095.2,34.2,16,0.0,2,0,0.0
13730,43,488,135,752.6,17.5,38,0.6,2,0,0.0
17229,47,185,96,318.8,6.8,39,1.0,2,0,0.0
14998,74,258,170,414.9,5.6,70,0.97,2,0,0.0
16980,81,739,255,1028.5,12.7,71,0.45,2,0,0.0
17890,91,402,322,586.9,6.4,88,0.42,2,0,0.0
17254,110,249,4,270.3,2.5,99,0.09,2,0,0.0
14670,123,326,280,392.9,3.2,107,0.0,2,0,0.0
13837,18,182,211,266.6,14.8,17,6.18,2,0,0.0
15690,19,408,4,239.8,12.6,19,5.33,2,0,0.0
13248,26,305,124,465.7,17.9,25,2.56,2,0,0.0
13888,39,254,119,595.7,15.3,38,2.58,2,0,0.0
13431,46,672,67,1269.1,27.6,44,0.47,2,0,0.0
14154,52,465,239,1345.6,25.9,52,0.0,2,0,0.0
17999,91,219,37,380.4,4.2,87,3.66,2,0,0.0
14451,105,378,60,643.9,6.1,86,1.29,2,0,0.0
18196,139,431,95,686.6,4.9,131,1.41,2,0,0.0
16506,3,42,19,90.3,30.1,3,10.0,2,0,0.0
15661,5,236,317,309.8,62.0,4,5.25,2,0,0.0
12547,6,132,197,151.8,25.3,6,16.4,2,0,0.0
12871,11,200,84,380.6,34.6,8,12.3,2,0,0.0
13978,15,315,14,196.8,13.1,14,2.14,2,0,0.0
14855,20,267,119,645.7,32.3,13,0.79,2,0,0.0
14448,20,104,9,375.4,18.8,20,18.63,2,0,0.0
16441,24,173,67,381.2,15.9,22,9.74,2,0,0.0
14780,26,304,54,435.1,16.7,25,0.96,2,0,0.0
17374,28,85,218,495.8,17.7,24,2.3,2,0,0.0
16185,31,260,16,529.4,17.1,31,7.17,2,0,0.0
13810,32,307,28,827.5,25.9,30,0.87,2,0,0.0
12842,34,547,70,1119.0,32.9,34,7.21,2,0,0.0
17503,37,462,2,549.6,14.9,35,0.97,2,0,0.0
15918,40,153,190,334.2,8.4,33,2.05,2,0,0.0
14379,46,292,44,348.1,7.6,39,5.58,2,0,0.0
14346,59,593,120,1016.5,17.2,54,3.03,2,0,0.0
17537,73,698,29,887.5,12.2,73,3.79,2,0,0.0
17991,5,25,225,93.4,18.7,4,0.0,2,0,0.0
16698,5,840,226,1998.0,399.6,4,6.5,2,0,0.0
13493,6,377,275,498.6,83.1,5,2.2,2,0,0.0
14538,19,155,64,388.2,20.4,19,10.61,2,0,0.0
18154,21,255,3,399.2,19.0,15,2.0,2,0,0.0
13649,23,139,256,346.6,15.1,23,4.95,2,0,0.0
13759,25,287,33,659.4,26.4,24,1.54,2,0,0.0
16811,28,477,4,547.1,19.5,26,0.44,2,0,0.0
13787,31,337,75,309.0,10.0,24,9.6,2,0,0.0
16083,31,908,100,1317.6,42.5,31,8.63,2,0,0.0
17232,35,202,2,417.8,11.9,30,0.32,2,0,0.0
16567,35,996,194,865.6,24.7,34,4.18,2,0,0.0
14157,45,259,19,389.5,8.7,44,6.02,2,0,0.0
14815,52,738,36,765.9,14.7,52,0.61,2,0,0.0
12377,76,942,315,1548.1,20.4,71,0.52,2,0,0.0
17029,2,400,110,716.0,358.0,1,126.0,2,0,0.0
18064,7,384,133,814.0,116.3,7,17.0,2,0,0.0
13805,13,1900,52,924.6,71.1,10,6.33,2,0,0.0
18040,19,148,19,357.2,18.8,18,12.56,2,0,0.0
14636,28,241,36,609.9,21.8,27,8.59,2,0,0.0
18018,29,55,108,122.1,4.2,29,3.25,2,0,0.0
14023,30,333,7,573.9,19.1,29,8.34,2,0,0.0
18013,31,285,155,187.3,6.0,31,0.0,2,0,0.0
13760,55,195,54,280.9,5.1,49,3.74,2,0,0.0
18001,57,362,12,415.1,7.3,56,1.32,2,0,0.0
17081,63,77,25,288.9,4.6,55,0.32,2,0,0.0
14904,67,1937,2,976.5,14.6,65,0.35,2,0,0.0
14893,71,775,9,1213.0,17.1,70,0.03,2,0,0.0
13548,123,436,96,678.2,5.5,114,1.2,2,0,0.0
16414,7,27,21,126.3,18.0,5,43.0,2,0,0.0
17353,8,1200,129,1740.0,217.5,5,3.57,2,0,0.0
13669,9,237,50,218.6,24.3,9,12.25,2,0,0.0
15330,12,1216,32,680.4,56.7,9,2.55,2,0,0.0
16778,16,194,74,245.9,15.4,16,13.27,2,0,0.0
16250,24,208,261,389.4,16.2,22,4.87,2,0,0.0
13885,28,182,189,506.8,18.1,28,0.41,2,0,0.0
14020,39,441,16,642.8,16.5,37,1.87,2,0,0.0
16343,40,171,16,320.6,8.0,27,0.0,2,0,0.0
14896,43,279,204,468.8,10.9,43,3.81,2,0,0.0
